episode,reward,x_pos,coins,score,time,life,flag_get,world,total_deaths
1,-0.75,40,0,0,400,2,False,1,0
1,0.25,40,0,0,400,2,False,1,0
1,-0.75,40,0,0,400,2,False,1,0
1,-0.75,40,0,0,400,2,False,1,0
1,0.65,41,0,0,400,2,False,1,0
1,0.65,42,0,0,400,2,False,1,0
1,0.65,43,0,0,400,2,False,1,0
1,0.65,44,0,0,400,2,False,1,0
1,1.05,46,0,0,400,2,False,1,0
1,1.651,47,0,0,399,2,False,1,0
1,1.0510000000000002,49,0,0,399,2,False,1,0
1,1.0510000000000002,51,0,0,399,2,False,1,0
1,1.0510000000000002,53,0,0,399,2,False,1,0
1,1.0510000000000002,55,0,0,399,2,False,1,0
1,1.6910000000000003,58,0,0,399,2,False,1,0
1,1.0510000000000002,60,0,0,399,2,False,1,0
1,1.6910000000000003,63,0,0,399,2,False,1,0
1,1.6910000000000003,66,0,0,399,2,False,1,0
1,1.6910000000000003,69,0,0,399,2,False,1,0
1,3.1719999999999997,73,0,0,398,2,False,1,0
1,1.6920000000000002,76,0,0,398,2,False,1,0
1,2.1719999999999997,80,0,0,398,2,False,1,0
1,1.6920000000000002,83,0,0,398,2,False,1,0
1,2.1719999999999997,87,0,0,398,2,False,1,0
1,1.6920000000000002,90,0,0,398,2,False,1,0
1,2.1719999999999997,94,0,0,398,2,False,1,0
1,1.6920000000000002,97,0,0,398,2,False,1,0
1,7.172,101,0,0,398,2,False,1,0
1,2.1719999999999997,105,0,0,398,2,False,1,0
1,3.173,109,0,0,397,2,False,1,0
1,1.693,112,0,0,397,2,False,1,0
1,2.173,116,0,0,397,2,False,1,0
1,1.693,119,0,0,397,2,False,1,0
1,2.173,123,0,0,397,2,False,1,0
1,1.693,126,0,0,397,2,False,1,0
1,2.173,130,0,0,397,2,False,1,0
1,1.693,133,0,0,397,2,False,1,0
1,2.173,137,0,0,397,2,False,1,0
1,1.693,140,0,0,397,2,False,1,0
1,3.174,144,0,0,396,2,False,1,0
1,1.6940000000000002,147,0,0,396,2,False,1,0
1,2.174,151,0,0,396,2,False,1,0
1,1.6940000000000002,154,0,0,396,2,False,1,0
1,1.6940000000000002,157,0,0,396,2,False,1,0
1,2.174,161,0,0,396,2,False,1,0
1,1.6940000000000002,164,0,0,396,2,False,1,0
1,2.174,168,0,0,396,2,False,1,0
1,1.6940000000000002,171,0,0,396,2,False,1,0
1,2.174,175,0,0,396,2,False,1,0
1,2.6950000000000003,178,0,0,395,2,False,1,0
1,2.175,182,0,0,395,2,False,1,0
1,1.6950000000000003,185,0,0,395,2,False,1,0
1,2.175,189,0,0,395,2,False,1,0
1,1.6950000000000003,192,0,0,395,2,False,1,0
1,2.175,196,0,0,395,2,False,1,0
1,1.6950000000000003,199,0,0,395,2,False,1,0
1,6.695,202,0,0,395,2,False,1,0
1,2.175,206,0,0,395,2,False,1,0
1,1.6950000000000003,209,0,0,395,2,False,1,0
1,3.176,213,0,0,394,2,False,1,0
1,1.6960000000000002,216,0,0,394,2,False,1,0
1,2.176,220,0,0,394,2,False,1,0
1,1.6960000000000002,223,0,0,394,2,False,1,0
1,2.176,227,0,0,394,2,False,1,0
1,1.6960000000000002,230,0,0,394,2,False,1,0
1,2.176,234,0,0,394,2,False,1,0
1,1.6960000000000002,237,0,0,394,2,False,1,0
1,2.176,241,0,0,394,2,False,1,0
1,1.6960000000000002,244,0,0,394,2,False,1,0
1,3.177,248,0,0,393,2,False,1,0
1,2.177,252,0,0,393,2,False,1,0
1,2.177,256,0,0,393,2,False,1,0
1,1.697,259,0,0,393,2,False,1,0
1,2.177,263,0,0,393,2,False,1,0
1,2.657,268,0,0,393,2,False,1,0
1,2.657,273,0,0,393,2,False,1,0
1,2.657,278,0,0,393,2,False,1,0
1,3.1370000000000005,284,0,0,393,2,False,1,0
1,3.1370000000000005,290,0,0,393,2,False,1,0
1,4.138,296,0,0,392,2,False,1,0
1,8.138,302,0,0,392,2,False,1,0
1,3.1380000000000003,308,0,0,392,2,False,1,0
1,3.1380000000000003,314,0,0,392,2,False,1,0
1,3.1380000000000003,320,0,0,392,2,False,1,0
1,3.1380000000000003,326,0,100,392,2,False,1,0
1,3.1380000000000003,332,0,100,392,2,False,1,0
1,3.1380000000000003,338,0,100,392,2,False,1,0
1,3.1380000000000003,344,0,100,392,2,False,1,0
1,3.1380000000000003,350,0,100,392,2,False,1,0
1,4.139,356,0,100,391,2,False,1,0
1,3.1390000000000002,362,0,100,391,2,False,1,0
1,3.1390000000000002,368,0,100,391,2,False,1,0
1,6.139000000000001,374,1,300,391,2,False,1,0
1,3.1390000000000002,380,1,300,391,2,False,1,0
1,3.1390000000000002,386,1,300,391,2,False,1,0
1,3.1390000000000002,392,1,300,391,2,False,1,0
1,3.1390000000000002,398,1,300,391,2,False,1,0
1,3.1390000000000002,404,1,300,391,2,False,1,0
1,3.1390000000000002,410,1,300,391,2,False,1,0
1,4.140000000000001,416,1,300,390,2,False,1,0
1,3.1400000000000006,422,1,300,390,2,False,1,0
1,3.1400000000000006,428,1,300,390,2,False,1,0
1,3.1400000000000006,434,1,300,390,2,False,1,0
1,3.1400000000000006,440,1,300,390,2,False,1,0
1,3.1400000000000006,446,1,300,390,2,False,1,0
1,3.1400000000000006,452,1,300,390,2,False,1,0
1,3.1400000000000006,458,1,300,390,2,False,1,0
1,3.1400000000000006,464,1,300,390,2,False,1,0
1,3.1400000000000006,470,1,300,390,2,False,1,0
1,3.181,474,1,300,389,2,False,1,0
1,2.181,478,1,300,389,2,False,1,0
1,1.701,481,1,300,389,2,False,1,0
1,2.181,485,1,300,389,2,False,1,0
1,1.701,488,1,300,389,2,False,1,0
1,2.181,492,1,300,389,2,False,1,0
1,1.701,495,1,300,389,2,False,1,0
1,2.181,499,1,300,389,2,False,1,0
1,1.701,502,1,300,389,2,False,1,0
1,2.181,506,1,300,389,2,False,1,0
1,2.702,509,1,300,388,2,False,1,0
1,2.182,513,1,300,388,2,False,1,0
1,1.7020000000000002,516,1,300,388,2,False,1,0
1,2.182,520,1,300,388,2,False,1,0
1,1.7020000000000002,523,1,300,388,2,False,1,0
1,2.182,527,1,300,388,2,False,1,0
1,1.7020000000000002,530,1,300,388,2,False,1,0
1,2.182,534,1,300,388,2,False,1,0
1,2.182,538,1,300,388,2,False,1,0
1,2.662,543,1,300,388,2,False,1,0
1,3.663,548,1,300,387,2,False,1,0
1,2.663,553,1,300,387,2,False,1,0
1,2.663,558,1,300,387,2,False,1,0
1,3.1430000000000002,564,1,300,387,2,False,1,0
1,3.1430000000000002,570,1,300,387,2,False,1,0
1,3.1430000000000002,576,1,300,387,2,False,1,0
1,3.1430000000000002,582,1,300,387,2,False,1,0
1,3.1430000000000002,588,1,300,387,2,False,1,0
1,3.1430000000000002,594,1,300,387,2,False,1,0
1,0.663,595,1,300,387,2,False,1,0
1,-0.736,594,1,300,386,2,False,1,0
1,-0.736,594,1,300,386,2,False,1,0
1,-0.736,594,1,300,386,2,False,1,0
1,-0.736,594,1,300,386,2,False,1,0
1,-0.736,594,1,300,386,2,False,1,0
1,-0.736,594,1,300,386,2,False,1,0
1,-0.736,594,1,300,386,2,False,1,0
1,-0.736,594,1,300,386,2,False,1,0
1,-0.736,594,1,300,386,2,False,1,0
1,-0.736,594,1,300,386,2,False,1,0
1,-0.735,594,1,300,385,2,False,1,0
1,-0.735,594,1,300,385,2,False,1,0
1,-0.735,594,1,300,385,2,False,1,0
1,-0.735,594,1,300,385,2,False,1,0
1,-0.735,594,1,300,385,2,False,1,0
1,-0.735,594,1,300,385,2,False,1,0
1,-0.735,594,1,300,385,2,False,1,0
1,-0.735,594,1,300,385,2,False,1,0
1,-0.735,594,1,300,385,2,False,1,0
1,-0.735,594,1,300,385,2,False,1,0
1,-0.734,594,1,300,384,2,False,1,0
1,-0.734,594,1,300,384,2,False,1,0
1,-0.734,594,1,300,384,2,False,1,0
1,-0.734,594,1,300,384,2,False,1,0
1,-0.734,594,1,300,384,2,False,1,0
1,-0.734,594,1,300,384,2,False,1,0
1,-0.734,594,1,300,384,2,False,1,0
1,-0.734,594,1,300,384,2,False,1,0
1,-0.734,594,1,300,384,2,False,1,0
1,-0.734,594,1,300,384,2,False,1,0
1,-0.733,594,1,300,383,2,False,1,0
1,-0.733,594,1,300,383,2,False,1,0
1,-0.733,594,1,300,383,2,False,1,0
1,-0.733,594,1,300,383,2,False,1,0
1,-0.733,594,1,300,383,2,False,1,0
