episode,total_reward,avg_reward,loss,epsilon,timesteps
1,610.0,5.700934579439252,,,107
2,978.0,0.5080519480519481,,,1925
3,1041.1,1.6737941729677452,,,622
4,622.1,2.7405285268102975,,,227
5,682.0,1.4388185654008439,,,474
6,1339.1,1.038061996578246,,,1290
7,230.0,5.111111111111111,,,45
8,609.0,6.548387096774194,,,93
9,619.1,2.590376466886768,,,239
10,597.1,2.2532074550412737,,,265
11,455.2,0.3201125261652822,,,1422
12,581.0,4.801652892561983,,,121
13,613.0,3.1435897435897435,,,195
14,776.1,4.264285580142514,,,182
15,222.0,4.625,,,48
16,625.0,2.9205607476635516,,,214
17,234.0,4.9787234042553195,,,47
18,769.1,0.5086640050171545,,,1512
19,223.1,3.718333435058594,,,60
20,1267.0,3.2404092071611252,,,391
21,226.0,5.136363636363637,,,44
22,235.0,6.184210526315789,,,38
23,593.0,4.392592592592592,,,135
24,213.1,3.278461632361779,,,65
25,1327.0,1.9315866084425037,,,687
26,208.1,3.468333435058594,,,60
27,949.2,1.4469512381204745,,,656
28,1114.1,0.9065093373359947,,,1229
29,1167.1,1.2603671442612716,,,926
30,230.0,5.0,,,46
31,601.0,5.226086956521739,,,115
32,179.0,3.0338983050847457,,,59
33,578.1,2.806310561096784,,,206
34,619.0,2.5368852459016393,,,244
35,808.0,4.809523809523809,,,168
36,194.0,3.730769230769231,,,52
37,562.1,2.476211346193557,,,227
38,608.0,2.140845070422535,,,284
39,705.2,2.253035182770068,,,313
40,613.0,6.255102040816326,,,98
41,607.1,0.9074738050611921,,,669
42,623.0,2.7937219730941703,,,223
43,910.0,1.0655737704918034,,,854
44,846.0,0.7560321715817694,,,1119
45,251.1,6.786486651446368,,,37
46,607.0,3.6347305389221556,,,167
47,231.1,5.502381097702753,,,42
48,614.0,5.339130434782609,,,115
49,243.1,5.788095383417039,,,42
50,415.0,0.2344632768361582,,,1770
51,815.1,0.6294208305682915,,,1295
52,586.0,2.6636363636363636,,,220
53,699.0,1.266304347826087,,,552
54,814.0,0.6305189775367932,,,1291
55,949.1,1.4714728303657947,,,645
56,1010.1,3.2902279335046822,,,307
57,432.0,0.2589928057553957,,,1668
58,761.1,4.091935352612567,,,186
59,580.1,3.0693120401372354,,,189
60,537.2,0.3733148104287917,,,1439
61,200.1,3.1761905730716764,,,63
62,596.1,0.8132332545510743,,,733
63,1063.1,1.7747912781067403,,,599
64,634.1,3.7520708614552514,,,169
65,231.1,5.252272865988991,,,44
66,809.0,5.322368421052632,,,152
67,612.1,5.3692980314555925,,,114
68,223.0,5.439024390243903,,,41
69,619.0,5.895238095238096,,,105
70,246.1,7.690625190734863,,,32
71,609.0,3.6467065868263475,,,167
72,619.0,4.8359375,,,128
73,832.0,0.6991596638655462,,,1190
74,638.0,4.281879194630872,,,149
75,1308.1,3.881602301441951,,,337
76,613.2,2.991219571741616,,,205
77,612.0,8.383561643835616,,,73
78,604.0,5.644859813084112,,,107
79,233.0,6.131578947368421,,,38
80,212.0,3.8545454545454545,,,55
81,641.1,4.82030056831532,,,133
82,543.0,1.2369020501138952,,,439
83,648.1,1.25600770462391,,,516
84,724.0,4.067415730337078,,,178
85,228.0,5.560975609756097,,,41
86,578.0,2.979381443298969,,,194
87,231.0,5.634146341463414,,,41
88,611.1,5.658333107277199,,,108
89,709.2,1.056929973482908,,,671
90,627.1,0.8945791377830777,,,701
91,696.0,3.039301310043668,,,229
92,572.1,4.5767998046875,,,125
93,695.1,0.36758327635427684,,,1891
94,623.1,6.923333062065972,,,90
95,869.0,0.5620957309184994,,,1546
96,853.0,0.8154875717017208,,,1046
97,230.0,5.897435897435898,,,39
98,586.0,0.5967413441955194,,,982
99,1233.1,1.914751514884996,,,644
100,705.0,1.529284164859002,,,461
101,594.0,4.5,,,132
102,801.0,3.76056338028169,,,213
103,230.1,5.75250015258789,,,40
104,697.1,1.2381882337228018,,,563
105,656.1,1.827576533665564,,,359
106,964.0,1.9633401221995928,,,491
107,618.1,3.635882209329044,,,170
108,631.0,0.5930451127819549,,,1064
109,245.0,8.166666666666666,,,30
110,1564.0,8.275132275132275,,,189
111,1233.1,2.133390961221345,,,578
112,789.0,2.9440298507462686,,,268
113,243.0,7.363636363636363,,,33
114,634.0,3.7514792899408285,,,169
115,252.0,8.689655172413794,,,29
116,1052.0,0.6813471502590673,,,1544
117,734.0,1.3394160583941606,,,548
118,247.1,6.863889058430989,,,36
119,198.0,3.046153846153846,,,65
120,1336.0,6.128440366972477,,,218
121,730.0,4.771241830065359,,,153
122,789.0,2.922222222222222,,,270
123,724.0,3.5145631067961167,,,206
124,1092.0,2.373913043478261,,,460
125,637.1,4.455244584517046,,,143
126,1319.0,4.426174496644295,,,298
127,637.0,4.136363636363637,,,154
128,249.1,6.9194446139865455,,,36
129,233.0,5.9743589743589745,,,39
130,625.0,5.482456140350878,,,114
131,953.0,1.5546492659053834,,,613
132,237.1,5.927500152587891,,,40
133,236.0,6.2105263157894735,,,38
134,1036.1,1.6239811529560149,,,638
135,213.1,3.437096872637349,,,62
136,960.0,1.7422867513611615,,,551
137,602.0,5.626168224299065,,,107
138,233.1,6.300000164959882,,,37
139,582.0,5.060869565217391,,,115
140,615.1,5.971844423164442,,,103
141,248.0,6.358974358974359,,,39
142,650.0,7.471264367816092,,,87
143,1276.1,3.2804626621746467,,,389
144,627.1,6.743010490171371,,,93
145,592.1,5.862375995900371,,,101
146,610.0,6.288659793814433,,,97
147,1328.0,5.556485355648536,,,239
148,612.1,5.774528071565448,,,106
149,711.0,2.2429022082018926,,,317
150,737.0,2.959839357429719,,,249
151,1354.1,2.448643717153594,,,553
152,746.1,1.525766821239136,,,489
153,861.0,0.8482758620689655,,,1015
154,628.1,5.762385097118693,,,109
155,603.0,5.742857142857143,,,105
156,1317.1,1.914389499398165,,,688
157,222.0,4.826086956521739,,,46
158,849.0,0.7256410256410256,,,1170
159,712.0,1.0853658536585367,,,656
160,219.1,5.617948874449119,,,39
161,218.1,4.276470707912071,,,51
162,246.1,8.203333536783854,,,30
163,691.0,0.9068241469816273,,,762
164,714.0,3.3055555555555554,,,216
165,618.0,3.5722543352601157,,,173
166,617.1,7.012499722567472,,,88
167,719.1,1.1505599609375,,,625
168,227.0,4.54,,,50
169,231.1,5.135555691189236,,,45
170,637.0,4.190789473684211,,,152
171,605.0,3.4571428571428573,,,175
172,600.0,3.870967741935484,,,155
173,736.0,3.391705069124424,,,217
174,240.0,6.666666666666667,,,36
175,969.0,1.926441351888668,,,503
176,228.0,5.181818181818182,,,44
177,787.0,2.7809187279151946,,,283
178,999.2,2.401923106266902,,,416
179,232.1,5.157777913411459,,,45
180,624.0,7.255813953488372,,,86
181,225.0,4.245283018867925,,,53
182,611.1,2.1747330092026247,,,281
183,703.1,0.9987215562300249,,,704
184,596.1,4.846341264926322,,,123
185,250.0,8.333333333333334,,,30
186,639.0,4.5,,,142
187,773.0,2.2085714285714286,,,350
188,213.1,3.9462964093243635,,,54
189,963.0,1.7320143884892085,,,556
190,972.0,1.9676113360323886,,,494
191,634.1,7.3732555300690406,,,86
192,633.0,3.7017543859649122,,,171
193,246.0,7.6875,,,32
194,247.1,7.970967938823085,,,31
195,669.0,0.7680826636050516,,,871
196,710.1,1.0808218806483068,,,657
197,629.0,7.962025316455696,,,79
198,595.0,5.5092592592592595,,,108
199,593.1,5.295535496303013,,,112
200,1050.1,4.930046833736796,,,213
201,249.0,5.659090909090909,,,44
202,238.0,5.534883720930233,,,43
203,620.1,5.5864862665399775,,,111
204,1019.1,3.276848796096262,,,311
205,240.0,7.5,,,32
206,246.0,7.235294117647059,,,34
207,759.0,1.874074074074074,,,405
208,635.2,3.8969325902271854,,,163
209,238.0,6.4324324324324325,,,37
210,595.1,5.834313486136642,,,102
211,1271.1,3.161940237775964,,,402
212,240.1,7.275757760712595,,,33
213,635.0,3.895705521472393,,,163
214,245.0,6.621621621621622,,,37
215,632.0,3.611428571428571,,,175
216,245.0,6.621621621621622,,,37
217,222.0,4.530612244897959,,,49
218,978.0,2.0546218487394956,,,476
219,637.0,4.246666666666667,,,150
220,1001.0,1.1073008849557522,,,904
221,765.1,1.9567774311660806,,,391
222,622.0,5.603603603603603,,,111
223,779.0,2.411764705882353,,,323
224,201.1,3.408474679720604,,,59
225,890.0,1.003382187147689,,,887
226,649.0,6.831578947368421,,,95
